Track ID,Entry Time (s),Exit Time (s),Movement Tracks
1909,867.36,867.36,"[[785, 361], [780, 360], [777, 360], [772, 359], [767, 360], [762, 362], [752, 362], [745, 362], [735, 362], [726, 362], [716, 362], [708, 362], [700, 364], [695, 365], [688, 368], [684, 369], [679, 371], [669, 373], [657, 374], [644, 373], [635, 374], [625, 374], [615, 374], [602, 374], [585, 373], [567, 371], [550, 370], [536, 369], [524, 368], [516, 368], [507, 368], [497, 368], [486, 368], [472, 367], [457, 367], [442, 366], [427, 366], [415, 365], [407, 365], [399, 364], [393, 363], [391, 363], [387, 362], [385, 361], [384, 360], [382, 358], [380, 356], [378, 356], [375, 356], [371, 355], [368, 355], [362, 356], [358, 355], [354, 353], [348, 350], [343, 348], [339, 348], [336, 348], [333, 346], [331, 345], [329, 343], [328, 338], [327, 331], [325, 319], [323, 305], [318, 297], [314, 276], [309, 269], [303, 267], [297, 265], [291, 262], [287, 260], [285, 257], [282, 256], [281, 255], [281, 255], [280, 255], [281, 253], [281, 243], [282, 235], [282, 220], [283, 206], [282, 196], [282, 191], [280, 193], [278, 193], [275, 164], [271, 178], [268, 156], [265, 145], [263, 139], [262, 137], [259, 134], [254, 132], [253, 134], [252, 138], [249, 131], [247, 123], [243, 111], [229, 122], [224, 124], [220, 126], [211, 126], [206, 127], [198, 125], [193, 119], [185, 111], [173, 109], [165, 110], [154, 111], [152, 116], [146, 116], [139, 118], [131, 118], [121, 110], [119, 115], [116, 118], [108, 119], [104, 115], [92, 113], [84, 111], [78, 111], [64, 110], [58, 111], [57, 111], [54, 108], [51, 105], [47, 95], [37, 91], [23, 89], [18, 88], [16, 88]]"
1923,868.8,874.8,"[[783, 364], [778, 365], [773, 366], [764, 366], [755, 367], [746, 368], [735, 368], [724, 367], [714, 368], [705, 369], [697, 370], [688, 371], [680, 372], [673, 372], [662, 373], [652, 373], [645, 374], [636, 373], [628, 374], [614, 374], [596, 373], [582, 372], [568, 372], [557, 372], [546, 371], [538, 372], [530, 373], [521, 373], [512, 373], [502, 373], [492, 373], [477, 373], [466, 374], [460, 374], [456, 373], [455, 373], [454, 373], [451, 372], [448, 371], [442, 370], [435, 368], [428, 367], [422, 366], [418, 366], [415, 366], [411, 366], [405, 366], [399, 366], [390, 365], [383, 365], [377, 364], [370, 363], [364, 362], [360, 362], [355, 362], [354, 361], [353, 361], [353, 358], [352, 354], [351, 352], [348, 351], [344, 350], [340, 350], [335, 347], [330, 344], [319, 343], [307, 335], [300, 322], [295, 310], [291, 306], [287, 302], [285, 302], [285, 299], [283, 292], [283, 277], [282, 269], [282, 265], [282, 264], [280, 258], [277, 216], [274, 205], [276, 207], [272, 219], [270, 225], [267, 226], [265, 227], [263, 225], [261, 221], [260, 209], [257, 202], [256, 198], [253, 195], [251, 194], [248, 189], [245, 182], [240, 174], [235, 171], [231, 167], [227, 164], [225, 162], [223, 156], [221, 149], [217, 139], [212, 134], [206, 132], [196, 131], [188, 131], [180, 132], [170, 129], [163, 125], [152, 123], [145, 122], [138, 122], [134, 122], [132, 122], [128, 122], [124, 122], [119, 116], [108, 112], [96, 111], [87, 111], [81, 111], [78, 111], [67, 108], [58, 104], [52, 104], [49, 103], [46, 104], [45, 104], [42, 100], [39, 95], [31, 92], [23, 92], [19, 91], [18, 92]]"
1951,870.4,874.8,"[[789, 345], [782, 346], [777, 346], [770, 347], [761, 348], [751, 346], [741, 346], [734, 346], [726, 346], [720, 346], [716, 347], [713, 347], [710, 348], [707, 349], [704, 350], [697, 332], [693, 293], [685, 303], [675, 305], [663, 305], [652, 314], [643, 333], [635, 343], [633, 350], [630, 353], [623, 355], [614, 356], [604, 355], [591, 353], [576, 353], [563, 353], [554, 354], [549, 354], [546, 354], [548, 351], [551, 343], [547, 336], [541, 332], [535, 323], [530, 343], [526, 349], [526, 311], [531, 298], [520, 321], [519, 330], [522, 333], [524, 333], [525, 344], [530, 339], [538, 339], [542, 345], [546, 342], [548, 338], [550, 336], [542, 340], [528, 352], [530, 351], [535, 354], [542, 355], [540, 356], [537, 355], [532, 355], [529, 355], [528, 354], [528, 355], [528, 354], [527, 354], [523, 355], [520, 355], [519, 355], [516, 355], [515, 355], [514, 354], [512, 354], [511, 354], [511, 355], [510, 354], [510, 352], [507, 344], [508, 341], [507, 339], [504, 341], [504, 304], [501, 292], [504, 291], [505, 292], [508, 284], [508, 250], [508, 237], [509, 233], [508, 266], [513, 272], [526, 279], [529, 291], [533, 319], [544, 335], [552, 350], [557, 356], [560, 356], [561, 357], [560, 357], [558, 357], [559, 358], [559, 361], [559, 358], [559, 358], [560, 357], [560, 359], [562, 358], [563, 358], [562, 357], [562, 357], [562, 357], [563, 357], [564, 356], [566, 355], [568, 356], [567, 356], [566, 356], [566, 357], [566, 356], [567, 356], [570, 356], [571, 356], [572, 356], [574, 356], [574, 356], [575, 356], [575, 356], [577, 355], [577, 355], [590, 354], [590, 354], [585, 354], [592, 352], [595, 352], [598, 352], [600, 351], [596, 352], [603, 353], [605, 352], [608, 352], [608, 353], [609, 354], [610, 352], [614, 352], [618, 353], [623, 355], [630, 353], [637, 351], [641, 350], [647, 350], [654, 350], [660, 330], [665, 326], [670, 335], [674, 324], [679, 328], [684, 328], [687, 320], [687, 322], [691, 324], [694, 324], [698, 322], [701, 315], [706, 316], [707, 301], [711, 301], [718, 287], [721, 280], [724, 273], [728, 269], [734, 264], [739, 267], [743, 271], [749, 273], [757, 276], [762, 281], [767, 284], [772, 305], [776, 314], [779, 311], [780, 296], [785, 289], [788, 289], [790, 291], [795, 290], [800, 299], [806, 309], [809, 314], [813, 331], [819, 335], [825, 339], [832, 327], [848, 324], [861, 340], [870, 341], [889, 339]]"
1947,872.8,874.8,"[[693, 352], [684, 361], [672, 365], [662, 365], [656, 364], [652, 364], [648, 364], [644, 364], [639, 364], [635, 363], [631, 363], [628, 363], [626, 363], [624, 363], [624, 363], [621, 362], [619, 354], [620, 343], [619, 289], [620, 267], [621, 263], [620, 264], [624, 266], [626, 266], [627, 266], [627, 288], [629, 294], [628, 293], [626, 290], [610, 289], [598, 288], [593, 287], [592, 285], [588, 290], [581, 279], [577, 278], [570, 332], [570, 329], [566, 324], [564, 320], [561, 322], [557, 318], [555, 317], [554, 316], [554, 318], [553, 321], [554, 322], [552, 321], [550, 324], [850, 281], [862, 273], [863, 265], [864, 262], [865, 260], [864, 260], [883, 261], [889, 246], [894, 238], [894, 236], [897, 239], [893, 239], [888, 256], [897, 268], [894, 266], [894, 264], [894, 261], [893, 258], [905, 249], [909, 247], [911, 237], [912, 209], [913, 197], [914, 194], [915, 193], [915, 193], [915, 192], [915, 192], [914, 195], [917, 195], [914, 195], [914, 194], [914, 194], [914, 194], [914, 194], [913, 194], [913, 195], [913, 197], [913, 198], [913, 199], [913, 199], [912, 217], [912, 224], [901, 228], [894, 235], [903, 245], [916, 268], [920, 280], [934, 284], [927, 341], [925, 363], [924, 375], [924, 393], [925, 408], [925, 414], [929, 416]]"
1980,874.56,874.8,"[[740, 352], [736, 359], [733, 362], [730, 363], [729, 364], [727, 364], [726, 362], [726, 357], [726, 359], [728, 356], [730, 323], [730, 303], [727, 295], [711, 290], [706, 285], [702, 283], [700, 279], [677, 280], [665, 286], [661, 290], [659, 293], [657, 295], [653, 347], [651, 346], [645, 368], [639, 378], [633, 382], [629, 382], [624, 383], [614, 384], [606, 386], [599, 390], [589, 394], [578, 398], [567, 400], [554, 401], [542, 401], [529, 402], [517, 404], [507, 407], [497, 414], [489, 417], [482, 420], [472, 421], [459, 424], [448, 429], [436, 433], [424, 438], [410, 442], [396, 446], [386, 448], [377, 452], [371, 455], [369, 459], [367, 464], [363, 469], [364, 474], [371, 477], [380, 481], [388, 486], [391, 492], [392, 496], [391, 502], [389, 509], [383, 516], [375, 524]]"
2000,887.2,917.92,"[[823, 416], [815, 415], [808, 414], [801, 413], [795, 412], [792, 410], [794, 409], [791, 407], [787, 407], [783, 405], [780, 404], [779, 403], [777, 402], [772, 401], [767, 400], [758, 399], [748, 397], [738, 396], [729, 395], [723, 393], [717, 392], [713, 391], [712, 391], [712, 391], [714, 391], [718, 391], [732, 390], [736, 389], [736, 389], [734, 387], [732, 385], [729, 384], [728, 383], [728, 382], [732, 382], [728, 381], [727, 379], [726, 377], [726, 375], [727, 374], [731, 374], [734, 374], [735, 373], [746, 373], [758, 371], [766, 367], [770, 318]]"
2018,896.4,917.92,"[[776, 356], [764, 357], [754, 358], [745, 359], [739, 359], [731, 359], [725, 359], [716, 358], [707, 358], [697, 360], [691, 361], [688, 362], [690, 365], [695, 367], [703, 368], [708, 368], [712, 369], [713, 370], [711, 371], [709, 373], [705, 375], [703, 376], [701, 376], [702, 377], [706, 377], [715, 378], [728, 379], [735, 380], [745, 382], [757, 384], [773, 385], [804, 385], [829, 370], [866, 378], [879, 382], [879, 386], [881, 390], [887, 394], [891, 397], [893, 399], [897, 402], [898, 404], [898, 407], [898, 414], [900, 426], [902, 457], [904, 474], [906, 485], [912, 493], [917, 499], [922, 505], [928, 511]]"
2059,899.04,917.92,"[[822, 427], [805, 423], [788, 421], [772, 419], [757, 417], [741, 412], [727, 411], [719, 409], [711, 404], [709, 400], [698, 396], [692, 392], [689, 389], [685, 388], [680, 384], [678, 379], [679, 376], [682, 374], [688, 373], [694, 373], [701, 372], [708, 370], [714, 367], [721, 365], [730, 363], [739, 362], [745, 360], [752, 359], [759, 358], [768, 358], [776, 356], [780, 355], [780, 355], [781, 357], [786, 358], [796, 357], [814, 356], [827, 356], [832, 356], [843, 354], [854, 360], [868, 356], [893, 361], [903, 350], [910, 361], [912, 349], [912, 345], [917, 339], [929, 332]]"
2116,913.44,917.92,"[[828, 452], [824, 449], [846, 446], [859, 441], [865, 437], [868, 434], [867, 431], [864, 428], [861, 426], [857, 424], [849, 422], [844, 419], [837, 416], [830, 413], [819, 406], [816, 402], [813, 403], [810, 403], [807, 400], [801, 396], [791, 392], [784, 390], [780, 386], [776, 378], [773, 378], [771, 385], [772, 388], [770, 388], [762, 389], [760, 390], [758, 389], [759, 388], [762, 386], [768, 384], [773, 381], [777, 381], [779, 381], [783, 381], [786, 351], [789, 327], [791, 318], [795, 319], [798, 306], [800, 292], [802, 282], [808, 278], [818, 276]]"
2124,918.96,919.44,"[[775, 367], [778, 332], [771, 343]]"
2130,921.44,954.96,"[[799, 381], [789, 379], [783, 377], [778, 375], [773, 374], [770, 373], [770, 369], [771, 366], [772, 364], [766, 362], [760, 362], [753, 360], [746, 359], [742, 358], [740, 355], [741, 355], [745, 354], [751, 354], [757, 353], [765, 354], [774, 353], [784, 352], [796, 350], [803, 349], [808, 349], [811, 349], [815, 349], [818, 349], [822, 350], [823, 350], [826, 353], [834, 355], [846, 353], [859, 343], [865, 337], [869, 331], [869, 328], [870, 332], [870, 334], [872, 329], [872, 318], [871, 318], [867, 318], [862, 316], [849, 304], [841, 298], [835, 294], [829, 292], [826, 292], [815, 281], [834, 265], [836, 263], [836, 263], [833, 264], [831, 263], [829, 263], [825, 263], [817, 264], [812, 263], [807, 261], [801, 255], [797, 243], [802, 242], [797, 238], [794, 236]]"
2176,940.56,954.96,"[[785, 372], [769, 374], [756, 377], [745, 378], [735, 378], [724, 377], [718, 377], [707, 378], [700, 381], [690, 386], [685, 390], [676, 391], [670, 393], [666, 393], [666, 394], [667, 397], [666, 402], [664, 408], [662, 412], [663, 415], [666, 417], [669, 419], [677, 424], [675, 433], [676, 442], [687, 449], [684, 454], [684, 459], [688, 463], [706, 469], [714, 479], [720, 493], [721, 506], [720, 516]]"
2205,944.88,954.96,"[[801, 366], [793, 367], [786, 367], [779, 366], [773, 363], [768, 360], [762, 358], [756, 357], [750, 357], [742, 358], [735, 359], [727, 359], [720, 359], [715, 359], [711, 360], [706, 361], [699, 363], [690, 363], [680, 364], [670, 364], [663, 365], [657, 365], [652, 367], [648, 369], [644, 371], [642, 373], [641, 374], [642, 374], [643, 375], [644, 376], [646, 377], [643, 379], [639, 380], [632, 382], [626, 385], [620, 386], [615, 388], [612, 390], [610, 392], [611, 395], [615, 398], [626, 403], [644, 407], [667, 410], [691, 413], [711, 415], [728, 418], [743, 422], [757, 427], [769, 430], [783, 429], [795, 429], [805, 430], [813, 430], [797, 428], [780, 424], [765, 422], [755, 419], [742, 416], [719, 412], [709, 406], [681, 400], [653, 397], [628, 394], [603, 392], [579, 390], [553, 386], [536, 382], [510, 365], [487, 371], [463, 374], [433, 373], [418, 373], [413, 369], [399, 366], [383, 365], [368, 365], [354, 364], [343, 363], [331, 362], [321, 359], [313, 356], [306, 355], [300, 355], [298, 354], [298, 354], [298, 353], [298, 351], [298, 350], [298, 351], [297, 350], [298, 348], [298, 344], [300, 330], [301, 311], [302, 302], [302, 296], [302, 292], [305, 290], [307, 282], [308, 266], [307, 254], [306, 249], [305, 246], [303, 246], [301, 245], [296, 238], [292, 226], [285, 206], [275, 194], [264, 188], [256, 185], [251, 184], [246, 184], [240, 183], [236, 174], [229, 153], [220, 137], [212, 131], [204, 129], [196, 129], [191, 129], [188, 129], [180, 125], [167, 121], [145, 120], [131, 120], [122, 120], [114, 120], [106, 119], [95, 120], [86, 109], [69, 101], [52, 98], [43, 98], [40, 98], [39, 99], [32, 99]]"
2254,961.52,961.76,"[[793, 368], [785, 367], [775, 366], [766, 366], [755, 366], [744, 365], [736, 366], [729, 366], [724, 366], [719, 367], [710, 367], [704, 369], [702, 371], [700, 372], [702, 374], [704, 376], [709, 380], [717, 383], [728, 386], [738, 389], [750, 391], [758, 394], [767, 398], [782, 402], [799, 406], [820, 407], [840, 410], [853, 413], [863, 415], [878, 426]]"
2287,968.16,982.32,"[[794, 391], [785, 389], [778, 387], [771, 386], [765, 386], [761, 386], [759, 386], [757, 385], [756, 385], [753, 386], [751, 386], [747, 388], [743, 389], [739, 390], [738, 389], [738, 389], [737, 390], [736, 390], [740, 391], [742, 392], [749, 394], [753, 394], [764, 396], [769, 396], [772, 398], [774, 400], [773, 400], [776, 401], [767, 402], [761, 403], [759, 404], [752, 406], [746, 408], [737, 410], [725, 410], [715, 412], [707, 413], [704, 416], [702, 420], [700, 426], [696, 430], [695, 433], [695, 437], [695, 441], [695, 446], [692, 453], [685, 459], [674, 462], [662, 465], [645, 470], [638, 480], [643, 490], [651, 503]]"
2341,977.6,982.32,"[[778, 357], [770, 356], [764, 356], [761, 355], [759, 354], [755, 353], [752, 353], [750, 354], [749, 354], [750, 356], [753, 357], [757, 359], [761, 360], [766, 361], [773, 361], [780, 362], [785, 362], [788, 362], [789, 363], [789, 365], [789, 366], [788, 368], [786, 370], [782, 371], [778, 372], [774, 372], [769, 373], [766, 373], [763, 373], [761, 374], [759, 376], [757, 378], [756, 379], [755, 380], [753, 380], [752, 381], [750, 381], [747, 383], [746, 383], [744, 384], [740, 383], [736, 383], [733, 383], [732, 383], [731, 384], [731, 385], [732, 385], [733, 388], [735, 390], [739, 393], [742, 395], [743, 397], [744, 399], [744, 400], [742, 403], [737, 406], [729, 411], [719, 415], [705, 419], [691, 422], [675, 423], [661, 425], [648, 428], [638, 432], [631, 436], [626, 445], [623, 455], [613, 463], [608, 470], [604, 478], [599, 487], [590, 500], [580, 515]]"
2354,984.48,994.0,"[[792, 378], [785, 375], [779, 373], [776, 371], [772, 371], [765, 371], [759, 372], [756, 373], [752, 373], [745, 373], [736, 373], [725, 372], [715, 372], [706, 373], [698, 374], [692, 376], [687, 379], [683, 381], [680, 381], [675, 382], [670, 383], [662, 384], [654, 386], [649, 389], [642, 392], [637, 395], [631, 398], [628, 399], [623, 400], [619, 401], [614, 404], [611, 407], [608, 411], [608, 416], [610, 421], [615, 426], [620, 429], [626, 432], [630, 436], [632, 441], [634, 447], [635, 456], [635, 464], [638, 470], [647, 476], [658, 480], [666, 487], [672, 495], [678, 501]]"
2383,1007.44,1018.4,"[[792, 375], [790, 374], [787, 371], [782, 368], [770, 365], [760, 366], [757, 367], [758, 369], [759, 371], [761, 373], [765, 373], [769, 373], [770, 374], [770, 376], [766, 377], [763, 378], [756, 379], [747, 380], [739, 379], [732, 380], [713, 379], [699, 380], [690, 382], [682, 383], [675, 384], [665, 384], [655, 385], [642, 384], [630, 385], [617, 386], [604, 387], [590, 387], [576, 385], [558, 384], [546, 382], [532, 381], [519, 380], [510, 380], [499, 381], [487, 381], [471, 381], [455, 382], [438, 380], [421, 380], [410, 377], [407, 375], [398, 375], [388, 374], [378, 372], [364, 369], [354, 367], [350, 367], [344, 366], [336, 365], [328, 363], [321, 356], [314, 341], [306, 324], [299, 314], [296, 309], [295, 306], [293, 303], [294, 299], [292, 292], [290, 281], [287, 263], [282, 244], [278, 233], [276, 228], [273, 226], [269, 223], [265, 221], [261, 215], [257, 208], [254, 193], [251, 177], [245, 171], [239, 168], [236, 167], [233, 167], [229, 166], [228, 164], [225, 155], [224, 144], [222, 135], [219, 132], [217, 131], [215, 131], [211, 131], [208, 132], [204, 133], [199, 132], [194, 129], [187, 126], [167, 122], [156, 121], [146, 117], [142, 119], [137, 118], [132, 119], [126, 120], [120, 120], [113, 115], [103, 110], [97, 103], [91, 90], [84, 103], [80, 107], [75, 109], [67, 106], [62, 103], [55, 102], [48, 102], [46, 101], [44, 101], [43, 101], [42, 101], [23, 91], [21, 89]]"
2397,1012.48,1018.4,"[[779, 356], [765, 357], [749, 357], [736, 356], [724, 340], [712, 327], [696, 320], [678, 318], [664, 345], [651, 354], [641, 354], [628, 353], [610, 358], [593, 360], [573, 361], [556, 352], [533, 356], [514, 357], [495, 356], [480, 359], [468, 360], [456, 361], [430, 361], [416, 360], [396, 361], [385, 360], [373, 360], [365, 360], [357, 359], [350, 357], [346, 356], [342, 355], [337, 354], [334, 352], [331, 352], [329, 352], [328, 353], [326, 352], [325, 350], [325, 349], [325, 348], [326, 347], [328, 347], [331, 345], [333, 341], [337, 335], [339, 318], [341, 301], [342, 292], [344, 287], [345, 284], [346, 281], [346, 279], [344, 275], [342, 265], [339, 253], [337, 247], [335, 244], [335, 244], [334, 243], [336, 241], [338, 237], [342, 230], [344, 219], [346, 212], [347, 208], [348, 206], [347, 206], [345, 204], [341, 202], [336, 198], [331, 191], [326, 182], [321, 177], [316, 174], [312, 174], [309, 173], [307, 172], [306, 171], [305, 169], [305, 159], [303, 152], [301, 149], [298, 149], [292, 148], [287, 148], [283, 146], [278, 144], [274, 141], [267, 134], [260, 132], [250, 131], [241, 131], [235, 132], [233, 134], [233, 132], [226, 131], [220, 128], [208, 127], [201, 128], [193, 128], [186, 128], [180, 126], [174, 124], [166, 121], [150, 120], [142, 119], [134, 119], [130, 119], [125, 119], [121, 119], [114, 119], [109, 119], [104, 117], [99, 112], [93, 109], [85, 107], [78, 105], [75, 107], [72, 108], [71, 108], [61, 108], [57, 107], [52, 102], [49, 99], [45, 98], [38, 96], [35, 97], [31, 92], [27, 90], [22, 89], [19, 89], [17, 89], [16, 89], [16, 89], [17, 89]]"
